,permno,ticker,date,ret,prc,vol,shrout,adj_prc,adj_ret
69,14593,AAPL,2014-04-11,-0.007393,519.60999,9714154.0,861381.0,18.557499642857145,-0.20700400000000002
70,14593,AAPL,2014-04-14,0.003984,521.67999,7349311.0,861381.0,18.631428214285712,0.11155199999999998
71,14593,AAPL,2014-04-15,-0.007131,517.9599,9517511.0,861381.0,18.498567857142856,-0.199668
72,14593,AAPL,2014-04-16,0.002027,519.01001,7676542.0,861381.0,18.536071785714284,0.056756
73,14593,AAPL,2014-04-17,0.011426,524.94,10168103.0,861381.0,18.747857142857146,0.319928
74,14593,AAPL,2014-04-21,0.011868,531.16998,6524133.0,861381.0,18.970356428571428,0.332304
75,14593,AAPL,2014-04-22,0.000996,531.69897,7237779.0,861381.0,18.98924892857143,0.027887999999999996
76,14593,AAPL,2014-04-23,-0.013069,524.75,14105004.0,861381.0,18.741071428571427,-0.36593200000000004
77,14593,AAPL,2014-04-24,0.081982,567.77002,27144736.0,861381.0,20.277500714285715,2.295496
78,14593,AAPL,2014-04-25,0.007344,571.94,13938402.0,861381.0,20.426428571428573,0.20563199999999998
79,14593,AAPL,2014-04-28,0.038728,594.09003,23910286.0,861381.0,21.21750107142857,1.084384
80,14593,AAPL,2014-04-29,-0.002963,592.33002,12049379.0,861381.0,21.154643571428572,-0.082964
81,14593,AAPL,2014-04-30,-0.003782,590.09003,16317269.0,861381.0,21.074643928571426,-0.105896
82,14593,AAPL,2014-05-01,0.002355,591.47998,8739982.0,861381.0,21.124284999999997,0.06594
83,14593,AAPL,2014-05-02,0.00186,592.58002,6839796.0,861381.0,21.16357214285714,0.05208
84,14593,AAPL,2014-05-05,0.014142,600.96002,10253129.0,861381.0,21.462857857142858,0.395976
85,14593,AAPL,2014-05-06,-0.010899,594.40997,13416581.0,861381.0,21.2289275,-0.305172
86,14593,AAPL,2014-05-07,-0.003499,592.33002,10102284.0,861381.0,21.154643571428572,-0.097972
87,14593,AAPL,2014-05-08,-0.001773,587.98999,8224909.0,861381.0,20.9996425,-0.049644
88,14593,AAPL,2014-05-09,-0.004163,585.54248,10414214.0,861381.0,20.912231428571427,-0.116564
89,14593,AAPL,2014-05-12,0.012446,592.83002,7617863.0,861381.0,21.172500714285714,0.348488
90,14593,AAPL,2014-05-13,0.001569,593.76001,5704942.0,861381.0,21.205714642857142,0.043932
91,14593,AAPL,2014-05-14,0.000185,593.87,5942978.0,861381.0,21.209642857142857,0.00518
92,14593,AAPL,2014-05-15,-0.008504,588.82001,8343370.0,861381.0,21.029286071428572,-0.238112
93,14593,AAPL,2014-05-16,0.014758,597.51001,9870262.0,861381.0,21.33964321428571,0.41322400000000004
94,14593,AAPL,2014-05-19,0.011849,604.59003,11348432.0,861381.0,21.59250107142857,0.331772
95,14593,AAPL,2014-05-20,0.000198,604.71002,8386998.0,861381.0,21.596786428571427,0.0055439999999999994
96,14593,AAPL,2014-05-21,0.002646,606.31,7050742.0,861381.0,21.65392857142857,0.074088
97,14593,AAPL,2014-05-22,0.001583,607.27002,7224255.0,861381.0,21.688215000000003,0.044324
98,14593,AAPL,2014-05-23,0.011296,614.13,8333427.0,861381.0,21.933214285714286,0.316288
99,14593,AAPL,2014-05-27,0.018726,625.63,12459515.0,861381.0,22.34392857142857,0.524328
100,14593,AAPL,2014-05-28,-0.002589,624.01001,11304976.0,861381.0,22.286071785714284,-0.072492
101,14593,AAPL,2014-05-29,0.018221,635.38,13445550.0,861381.0,22.69214285714286,0.5101880000000001
102,14593,AAPL,2014-05-30,-0.003746,633.0,20143668.0,861381.0,22.607142857142858,-0.10488800000000001
103,14593,AAPL,2014-06-02,-0.006872,628.65002,13215942.0,861381.0,22.45178642857143,-0.19241599999999998
104,14593,AAPL,2014-06-03,0.014141,637.53998,10461660.0,861381.0,22.769285,0.395948
105,14593,AAPL,2014-06-04,0.011419,644.82001,11982292.0,861381.0,23.029286071428572,0.319732
106,14593,AAPL,2014-06-05,0.003924,647.34998,10850163.0,861381.0,23.119642142857142,0.10987200000000001
107,14593,AAPL,2014-06-06,-0.00275,645.57001,12518493.0,861381.0,23.056071785714288,-0.077
108,14593,AAPL,2014-06-09,0.016001,93.7,75435857.0,6029667.0,23.425,0.064004
109,14593,AAPL,2014-06-10,0.00587,94.25,62777132.0,6029667.0,23.5625,0.02348
110,14593,AAPL,2014-06-11,-0.004138,93.86,45698735.0,6029667.0,23.465,-0.016552
111,14593,AAPL,2014-06-12,-0.016727,92.29,54748851.0,6029667.0,23.0725,-0.066908
112,14593,AAPL,2014-06-13,-0.010944,91.28,54525280.0,6029667.0,22.82,-0.043776
113,14593,AAPL,2014-06-16,0.010079,92.2,35689508.0,6029667.0,23.05,0.040316
114,14593,AAPL,2014-06-17,-0.001301,92.08,29726347.0,6029667.0,23.02,-0.005204
115,14593,AAPL,2014-06-18,0.001086,92.18,33514108.0,6029667.0,23.045,0.004344
116,14593,AAPL,2014-06-19,-0.003471,91.86,35527686.0,6029667.0,22.965,-0.013884
117,14593,AAPL,2014-06-20,-0.010342,90.91,100910666.0,6029667.0,22.7275,-0.041368
118,14593,AAPL,2014-06-23,-0.00088,90.83,43696091.0,6029667.0,22.7075,-0.00352
119,14593,AAPL,2014-06-24,-0.006055,90.28,39093494.0,6029667.0,22.57,-0.02422
120,14593,AAPL,2014-06-25,0.000886,90.36,36868551.0,6029667.0,22.59,0.003544
121,14593,AAPL,2014-06-26,0.005976,90.9,32629569.0,6029667.0,22.725,0.023904
122,14593,AAPL,2014-06-27,0.011881,91.98,64086742.0,5989171.0,22.995,0.047524
123,14593,AAPL,2014-06-30,0.010328,92.93,49589028.0,5989171.0,23.2325,0.041312
124,14593,AAPL,2014-07-01,0.006349,93.52,38408645.0,5989171.0,23.38,0.025396
125,14593,AAPL,2014-07-02,-0.000428,93.48,28466171.0,5989171.0,23.37,-0.001712
126,14593,AAPL,2014-07-03,0.005884,94.03,22891753.0,5989171.0,23.5075,0.023536
127,14593,AAPL,2014-07-07,0.020611,95.968,56500877.0,5989171.0,23.992,0.082444
128,14593,AAPL,2014-07-08,-0.00644,95.35,65926203.0,5989171.0,23.8375,-0.02576
129,14593,AAPL,2014-07-09,0.00042,95.39,36436440.0,5989171.0,23.8475,0.00168
130,14593,AAPL,2014-07-10,-0.003722,95.035,39685552.0,5989171.0,23.75875,-0.014888
131,14593,AAPL,2014-07-11,0.001947,95.22,34040197.0,5987867.0,23.805,0.007788
132,14593,AAPL,2014-07-14,0.012917,96.45,42810155.0,5987867.0,24.1125,0.051668
133,14593,AAPL,2014-07-15,-0.011716,95.32,45737295.0,5987867.0,23.83,-0.046864
134,14593,AAPL,2014-07-16,-0.005665,94.78,53550921.0,5987867.0,23.695,-0.02266
135,14593,AAPL,2014-07-17,-0.017832,93.0899,57308043.0,5987867.0,23.272475,-0.071328
136,14593,AAPL,2014-07-18,0.014396,94.43,50037693.0,5987867.0,23.6075,0.057584
137,14593,AAPL,2014-07-21,-0.0052,93.939,39112803.0,5987867.0,23.48475,-0.0208
138,14593,AAPL,2014-07-22,0.008314,94.72,55192597.0,5987867.0,23.68,0.033256
139,14593,AAPL,2014-07-23,0.026077,97.19,93312937.0,5987867.0,24.2975,0.104308
140,14593,AAPL,2014-07-24,-0.001646,97.03,45728923.0,5987867.0,24.2575,-0.006584
141,14593,AAPL,2014-07-25,0.006606,97.671,43469179.0,5987867.0,24.41775,0.026424
142,14593,AAPL,2014-07-28,0.013812,99.02,55317689.0,5987867.0,24.755,0.055248
143,14593,AAPL,2014-07-29,-0.006463,98.38,43569095.0,5987867.0,24.595,-0.025852
144,14593,AAPL,2014-07-30,-0.002338,98.15,33010601.0,5987867.0,24.5375,-0.009352
145,14593,AAPL,2014-07-31,-0.025981,95.6,57042647.0,5987867.0,23.9,-0.103924
146,14593,AAPL,2014-08-01,0.005544,96.13,48519302.0,5987867.0,24.0325,0.022176
147,14593,AAPL,2014-08-04,-0.005617,95.59,39958144.0,5987867.0,23.8975,-0.022468
148,14593,AAPL,2014-08-05,-0.004917,95.12,55933263.0,5987867.0,23.78,-0.019668
149,14593,AAPL,2014-08-06,-0.001682,94.96,38558342.0,5987867.0,23.74,-0.006728
150,14593,AAPL,2014-08-07,-0.000105,94.48,47341179.0,5987867.0,23.62,-0.00042
151,14593,AAPL,2014-08-08,0.002752,94.74,41908482.0,5987867.0,23.685,0.011008
152,14593,AAPL,2014-08-11,0.013194,95.99,36584846.0,5987867.0,23.9975,0.052776
153,14593,AAPL,2014-08-12,-0.000208,95.97,33796017.0,5987867.0,23.9925,-0.000832
154,14593,AAPL,2014-08-13,0.013233,97.24,31916489.0,5987867.0,24.31,0.052932
155,14593,AAPL,2014-08-14,0.002674,97.5,28113766.0,5987867.0,24.375,0.010696
156,14593,AAPL,2014-08-15,0.004923,97.98,48951390.0,5987867.0,24.495,0.019692
157,14593,AAPL,2014-08-18,0.012043,99.16,47688026.0,5987867.0,24.79,0.048172
158,14593,AAPL,2014-08-19,0.013816,100.53,69585870.0,5987867.0,25.1325,0.055264
159,14593,AAPL,2014-08-20,0.000398,100.57,52699392.0,5987867.0,25.1425,0.001592
160,14593,AAPL,2014-08-21,9.9e-05,100.58,33478198.0,5987867.0,25.145,0.000396
161,14593,AAPL,2014-08-22,0.007357,101.32,44185408.0,5987867.0,25.33,0.029428
162,14593,AAPL,2014-08-25,0.002171,101.54,40270173.0,5987867.0,25.385,0.008684
163,14593,AAPL,2014-08-26,-0.006411,100.889,33151995.0,5987867.0,25.22225,-0.025644
164,14593,AAPL,2014-08-27,0.012301,102.13,52371490.0,5987867.0,25.5325,0.049204
165,14593,AAPL,2014-08-28,0.001175,102.25,68459801.0,5987867.0,25.5625,0.0047
166,14593,AAPL,2014-08-29,0.002445,102.5,44596965.0,5987867.0,25.625,0.00978
167,14593,AAPL,2014-09-02,0.007805,103.3,53939562.0,5987867.0,25.825,0.03122
168,14593,AAPL,2014-09-03,-0.042207,98.94,125420671.0,5987867.0,24.735,-0.168828
169,14593,AAPL,2014-09-04,-0.008288,98.12,85718291.0,5987867.0,24.53,-0.033152
170,14593,AAPL,2014-09-05,0.008663,98.97,58457035.0,5987867.0,24.7425,0.034652
171,14593,AAPL,2014-09-08,-0.006163,98.36,46357588.0,5987867.0,24.59,-0.024652
172,14593,AAPL,2014-09-09,-0.003762,97.99,189848621.0,5987867.0,24.4975,-0.015048
173,14593,AAPL,2014-09-10,0.030717,101.0,100872003.0,5987867.0,25.25,0.122868
174,14593,AAPL,2014-09-11,0.004257,101.43,62399743.0,5987867.0,25.3575,0.017028
175,14593,AAPL,2014-09-12,0.002268,101.66,64096956.0,5987867.0,25.415,0.009072
176,14593,AAPL,2014-09-15,-0.000295,101.63,61316516.0,5987867.0,25.4075,-0.00118
177,14593,AAPL,2014-09-16,-0.007576,100.86,66929925.0,5987867.0,25.215,-0.030304
178,14593,AAPL,2014-09-17,0.007139,101.58,60927308.0,5987867.0,25.395,0.028556
179,14593,AAPL,2014-09-18,0.002067,101.79,37299435.0,5987867.0,25.4475,0.008268
180,14593,AAPL,2014-09-19,-0.008154,100.96,70902676.0,5987867.0,25.24,-0.032616
181,14593,AAPL,2014-09-22,0.00099,101.06,52788426.0,5987867.0,25.265,0.00396
182,14593,AAPL,2014-09-23,0.015634,102.64,63402196.0,5987867.0,25.66,0.062536
183,14593,AAPL,2014-09-24,-0.008671,101.75,60172126.0,5987867.0,25.4375,-0.034684
184,14593,AAPL,2014-09-25,-0.038133,97.87,100096409.0,5987867.0,24.4675,-0.152532
185,14593,AAPL,2014-09-26,0.029427,100.75,62386930.0,5866161.0,25.1875,0.117708
186,14593,AAPL,2014-09-29,-0.006352,100.11,49768269.0,5866161.0,25.0275,-0.025408
187,14593,AAPL,2014-09-30,0.006393,100.75,55266585.0,5866161.0,25.1875,0.025572
188,14593,AAPL,2014-10-01,-0.015583,99.18,51491286.0,5866161.0,24.795,-0.062332
189,14593,AAPL,2014-10-02,0.00726,99.9,47757828.0,5866161.0,24.975,0.02904
190,14593,AAPL,2014-10-03,-0.002803,99.62,43469585.0,5866161.0,24.905,-0.011212
191,14593,AAPL,2014-10-06,0.0,99.62,37051182.0,5866161.0,24.905,0.0
192,14593,AAPL,2014-10-07,-0.008733,98.75,42124183.0,5866161.0,24.6875,-0.034932
193,14593,AAPL,2014-10-08,0.02076,100.8,57405394.0,5866161.0,25.2,0.08304
194,14593,AAPL,2014-10-09,0.002182,101.02,77376525.0,5866161.0,25.255,0.008728
195,14593,AAPL,2014-10-10,-0.002871,100.73,66331733.0,5864840.0,25.1825,-0.011484
196,14593,AAPL,2014-10-13,-0.009133,99.81,53583368.0,5864840.0,24.9525,-0.036532
197,14593,AAPL,2014-10-14,-0.01062,98.75,63898864.0,5864840.0,24.6875,-0.04248
198,14593,AAPL,2014-10-15,-0.012253,97.54,100933600.0,5864840.0,24.385,-0.049012
199,14593,AAPL,2014-10-16,-0.013123,96.26,72179176.0,5864840.0,24.065,-0.052492
200,14593,AAPL,2014-10-17,0.014648,97.67,68179943.0,5864840.0,24.4175,0.058592
201,14593,AAPL,2014-10-20,0.021399,99.76,77642279.0,5864840.0,24.94,0.085596
202,14593,AAPL,2014-10-21,0.027165,102.47,94716935.0,5864840.0,25.6175,0.10866
203,14593,AAPL,2014-10-22,0.005075,102.99,68263544.0,5864840.0,25.7475,0.0203
204,14593,AAPL,2014-10-23,0.017866,104.83,71031118.0,5864840.0,26.2075,0.071464
205,14593,AAPL,2014-10-24,0.00372,105.22,47054016.0,5864840.0,26.305,0.01488
206,14593,AAPL,2014-10-27,-0.001045,105.11,34187701.0,5864840.0,26.2775,-0.00418
207,14593,AAPL,2014-10-28,0.015508,106.74,48061007.0,5864840.0,26.685,0.062032
208,14593,AAPL,2014-10-29,0.005621,107.34,52937879.0,5864840.0,26.835,0.022484
209,14593,AAPL,2014-10-30,-0.003354,106.98,40654843.0,5864840.0,26.745,-0.013416
210,14593,AAPL,2014-10-31,0.009534,108.0,44639285.0,5864840.0,27.0,0.038136
211,14593,AAPL,2014-11-03,0.012963,109.4,52282550.0,5864840.0,27.35,0.051852
212,14593,AAPL,2014-11-04,-0.007313,108.6,41574365.0,5864840.0,27.15,-0.029252
213,14593,AAPL,2014-11-05,0.002394,108.86,37441495.0,5864840.0,27.215,0.009576
214,14593,AAPL,2014-11-06,0.002848,108.7,34968657.0,5864840.0,27.175,0.011392
215,14593,AAPL,2014-11-07,0.002852,109.01,33691535.0,5864840.0,27.2525,0.011408
216,14593,AAPL,2014-11-10,-0.001651,108.83,27212100.0,5864840.0,27.2075,-0.006604
217,14593,AAPL,2014-11-11,0.007994,109.7,27442252.0,5864840.0,27.425,0.031976
218,14593,AAPL,2014-11-12,0.01413,111.25,47689731.0,5864840.0,27.8125,0.05652
219,14593,AAPL,2014-11-13,0.014112,112.82,59522855.0,5864840.0,28.205,0.056448
220,14593,AAPL,2014-11-14,0.012055,114.18,44071595.0,5864840.0,28.545,0.04822
221,14593,AAPL,2014-11-17,-0.001664,113.99,46746712.0,5864840.0,28.4975,-0.006656
222,14593,AAPL,2014-11-18,0.012984,115.47,44223978.0,5864840.0,28.8675,0.051936
223,14593,AAPL,2014-11-19,-0.006928,114.67,41884561.0,5864840.0,28.6675,-0.027712
224,14593,AAPL,2014-11-20,0.014302,116.31,43395537.0,5864840.0,29.0775,0.057208
225,14593,AAPL,2014-11-21,0.001376,116.47,57179298.0,5864840.0,29.1175,0.005504
226,14593,AAPL,2014-11-24,0.018503,118.625,47450824.0,5864840.0,29.65625,0.074012
227,14593,AAPL,2014-11-25,-0.008641,117.6,68840815.0,5864840.0,29.4,-0.034564
228,14593,AAPL,2014-11-26,0.011905,119.0,40911886.0,5864840.0,29.75,0.04762
229,14593,AAPL,2014-11-28,-0.000588,118.93,24814402.0,5864840.0,29.7325,-0.002352
230,14593,AAPL,2014-12-01,-0.032456,115.07,83814837.0,5864840.0,28.7675,-0.129824
231,14593,AAPL,2014-12-02,-0.003824,114.63,59348940.0,5864840.0,28.6575,-0.015296
232,14593,AAPL,2014-12-03,0.011341,115.93,43063475.0,5864840.0,28.9825,0.045364
233,14593,AAPL,2014-12-04,-0.003795,115.49,44546776.0,5864840.0,28.8725,-0.01518
234,14593,AAPL,2014-12-05,-0.004243,115.0,38318895.0,5864840.0,28.75,-0.016972
235,14593,AAPL,2014-12-08,-0.022609,112.4,57664850.0,5864840.0,28.1,-0.090436
236,14593,AAPL,2014-12-09,0.015303,114.12,60221996.0,5864840.0,28.53,0.061212
237,14593,AAPL,2014-12-10,-0.019015,111.95,44565318.0,5864840.0,27.9875,-0.07606
238,14593,AAPL,2014-12-11,-0.002948,111.62,41471578.0,5864840.0,27.905,-0.011792
239,14593,AAPL,2014-12-12,-0.016932,109.73,56028138.0,5864840.0,27.4325,-0.067728
240,14593,AAPL,2014-12-15,-0.013716,108.225,67218482.0,5864840.0,27.05625,-0.054864
241,14593,AAPL,2014-12-16,-0.013675,106.745,60791051.0,5864840.0,26.68625,-0.0547
242,14593,AAPL,2014-12-17,0.024966,109.41,53411773.0,5864840.0,27.3525,0.099864
243,14593,AAPL,2014-12-18,0.029613,112.65,59006648.0,5864840.0,28.1625,0.118452
244,14593,AAPL,2014-12-19,-0.007723,111.78,88659197.0,5864840.0,27.945,-0.030892
245,14593,AAPL,2014-12-22,0.010378,112.94,45167549.0,5864840.0,28.235,0.041512
246,14593,AAPL,2014-12-23,-0.003542,112.54,26028419.0,5864840.0,28.135,-0.014168
247,14593,AAPL,2014-12-24,-0.004709,112.01,14479611.0,5864840.0,28.0025,-0.018836
248,14593,AAPL,2014-12-26,0.017677,113.99,33720951.0,5826419.0,28.4975,0.070708
249,14593,AAPL,2014-12-29,-0.000702,113.91,27599020.0,5826419.0,28.4775,-0.002808
250,14593,AAPL,2014-12-30,-0.012203,112.52,30081477.0,5826419.0,28.13,-0.048812
251,14593,AAPL,2014-12-31,-0.019019,110.38,41403351.0,5826419.0,27.595,-0.076076
252,14593,AAPL,2015-01-02,-0.009513,109.33,53204828.0,5826419.0,27.3325,-0.038052
253,14593,AAPL,2015-01-05,-0.028172,106.25,64289001.0,5825955.0,26.5625,-0.112688
254,14593,AAPL,2015-01-06,9.4e-05,106.26,65797116.0,5825955.0,26.565,0.000376
255,14593,AAPL,2015-01-07,0.014022,107.75,40106644.0,5825955.0,26.9375,0.056088
256,14593,AAPL,2015-01-08,0.038422,111.89,59364547.0,5825955.0,27.9725,0.153688
257,14593,AAPL,2015-01-09,0.001073,112.01,53699527.0,5824748.0,28.0025,0.004292
258,14593,AAPL,2015-01-12,-0.024641,109.25,50152790.0,5824748.0,27.3125,-0.098564
259,14593,AAPL,2015-01-13,0.008879,110.22,67091928.0,5824748.0,27.555,0.035516
260,14593,AAPL,2015-01-14,-0.003811,109.8,48956588.0,5824748.0,27.45,-0.015244
261,14593,AAPL,2015-01-15,-0.02714,106.82,60013996.0,5824748.0,26.705,-0.10856
262,14593,AAPL,2015-01-16,-0.00777,105.99,78535195.0,5824748.0,26.4975,-0.03108
263,14593,AAPL,2015-01-20,0.025757,108.72,49901907.0,5824748.0,27.18,0.103028
264,14593,AAPL,2015-01-21,0.007634,109.55,48575897.0,5824748.0,27.3875,0.030536
265,14593,AAPL,2015-01-22,0.026016,112.4,53796409.0,5824748.0,28.1,0.104064
266,14593,AAPL,2015-01-23,0.00516,112.98,46469968.0,5824748.0,28.245,0.02064
267,14593,AAPL,2015-01-26,0.001062,113.1,55622429.0,5824748.0,28.275,0.004248
268,14593,AAPL,2015-01-27,-0.035013,109.14,95577449.0,5824748.0,27.285,-0.140052
269,14593,AAPL,2015-01-28,0.056533,115.31,146927226.0,5824748.0,28.8275,0.226132
270,14593,AAPL,2015-01-29,0.031134,118.9,84436432.0,5824748.0,29.725,0.124536
271,14593,AAPL,2015-01-30,-0.014634,117.16,83753961.0,5824748.0,29.29,-0.058536
272,14593,AAPL,2015-02-02,0.012547,118.63,62739949.0,5824748.0,29.6575,0.050188
273,14593,AAPL,2015-02-03,0.000169,118.65,51915749.0,5824748.0,29.6625,0.000676
274,14593,AAPL,2015-02-04,0.00767,119.56,70149828.0,5824748.0,29.89,0.03068
275,14593,AAPL,2015-02-05,0.007109,119.94,42246245.0,5824748.0,29.985,0.028436
276,14593,AAPL,2015-02-06,-0.008421,118.93,43706570.0,5824748.0,29.7325,-0.033684
277,14593,AAPL,2015-02-09,0.006643,119.72,38889797.0,5824748.0,29.93,0.026572
